file_name,frame_index,timestamp,roi_name,metric,value,pixel_count
1_1.CSV,1,2026-04-23T14:10:36,_y1,mean,26.238124280782507,869
1_1.CSV,1,2026-04-23T14:10:36,_y1,std,0.6326338558767367,869
1_1.CSV,1,2026-04-23T14:10:36,_y1,variance,0.40022559560146764,869
1_1.CSV,1,2026-04-23T14:10:36,_y2,mean,26.405392405063292,790
1_1.CSV,1,2026-04-23T14:10:36,_y2,std,0.7557578377426233,790
1_1.CSV,1,2026-04-23T14:10:36,_y2,variance,0.5711699093094054,790
1_1.CSV,1,2026-04-23T14:10:36,_y3,mean,27.150540851553515,869
1_1.CSV,1,2026-04-23T14:10:36,_y3,std,0.9000238110900616,869
1_1.CSV,1,2026-04-23T14:10:36,_y3,variance,0.8100428605290789,869
1_1.CSV,1,2026-04-23T14:10:36,_y4,mean,27.40355696202532,790
1_1.CSV,1,2026-04-23T14:10:36,_y4,std,0.6075334078814402,790
1_1.CSV,1,2026-04-23T14:10:36,_y4,variance,0.3690968416920363,790
1_1.CSV,1,2026-04-23T14:10:36,_y5,mean,27.483233601841196,869
1_1.CSV,1,2026-04-23T14:10:36,_y5,std,0.826329673368661,869
1_1.CSV,1,2026-04-23T14:10:36,_y5,variance,0.682820729089558,869
1_1.CSV,1,2026-04-23T14:10:36,_y6,mean,27.64832911392405,790
1_1.CSV,1,2026-04-23T14:10:36,_y6,std,0.7399893896180647,790
1_1.CSV,1,2026-04-23T14:10:36,_y6,variance,0.5475842967473159,790
1_1.CSV,1,2026-04-23T14:10:36,_y7,mean,27.62336018411968,869
1_1.CSV,1,2026-04-23T14:10:36,_y7,std,0.7772415804690922,869
1_1.CSV,1,2026-04-23T14:10:36,_y7,variance,0.6041044744100924,869
1_1.CSV,1,2026-04-23T14:10:36,_y8,mean,28.425886075949364,790
1_1.CSV,1,2026-04-23T14:10:36,_y8,std,0.7747642595702169,790
1_1.CSV,1,2026-04-23T14:10:36,_y8,variance,0.6002596579073864,790
1_1.CSV,1,2026-04-23T14:10:36,_y9,mean,28.9636248561565,869
1_1.CSV,1,2026-04-23T14:10:36,_y9,std,0.7612306686173523,869
1_1.CSV,1,2026-04-23T14:10:36,_y9,variance,0.5794721308436214,869
1_1.CSV,1,2026-04-23T14:10:36,_y10,mean,30.120506329113926,790
1_1.CSV,1,2026-04-23T14:10:36,_y10,std,0.843095560050973,790
1_1.CSV,1,2026-04-23T14:10:36,_y10,variance,0.7108101233776638,790
1_1.CSV,1,2026-04-23T14:10:36,_y11,mean,31.13935558112773,869
1_1.CSV,1,2026-04-23T14:10:36,_y11,std,1.083458766579752,869
1_1.CSV,1,2026-04-23T14:10:36,_y11,variance,1.1738828988785175,869
1_1.CSV,1,2026-04-23T14:10:36,_y12,mean,30.27851898734177,790
1_1.CSV,1,2026-04-23T14:10:36,_y12,std,1.0821545358741045,790
1_1.CSV,1,2026-04-23T14:10:36,_y12,variance,1.1710584395128987,790
1_1.CSV,1,2026-04-23T14:10:36,_y13,mean,27.79986075949367,790
1_1.CSV,1,2026-04-23T14:10:36,_y13,std,1.024203972888426,790
1_1.CSV,1,2026-04-23T14:10:36,_y13,variance,1.0489937780804355,790
1_2.CSV,2,2026-04-23T14:10:36,_y1,mean,34.618814729574225,869
1_2.CSV,2,2026-04-23T14:10:36,_y1,std,2.596209478918286,869
1_2.CSV,2,2026-04-23T14:10:36,_y1,variance,6.740303658425157,869
1_2.CSV,2,2026-04-23T14:10:36,_y2,mean,37.42311392405063,790
1_2.CSV,2,2026-04-23T14:10:36,_y2,std,5.173727317332246,790
1_2.CSV,2,2026-04-23T14:10:36,_y2,variance,26.76745435410992,790
1_2.CSV,2,2026-04-23T14:10:36,_y3,mean,41.18119677790564,869
1_2.CSV,2,2026-04-23T14:10:36,_y3,std,6.333021842401164,869
1_2.CSV,2,2026-04-23T14:10:36,_y3,variance,40.10716565633024,869
1_2.CSV,2,2026-04-23T14:10:36,_y4,mean,37.01924050632911,790
1_2.CSV,2,2026-04-23T14:10:36,_y4,std,5.279461343868067,790
1_2.CSV,2,2026-04-23T14:10:36,_y4,variance,27.872712081397214,790
1_2.CSV,2,2026-04-23T14:10:36,_y5,mean,34.40064441887227,869
1_2.CSV,2,2026-04-23T14:10:36,_y5,std,3.764599969903968,869
1_2.CSV,2,2026-04-23T14:10:36,_y5,variance,14.172212933400957,869
1_2.CSV,2,2026-04-23T14:10:36,_y6,mean,33.23021518987342,790
1_2.CSV,2,2026-04-23T14:10:36,_y6,std,3.8681339273964648,790
1_2.CSV,2,2026-04-23T14:10:36,_y6,variance,14.962460080275598,790
1_2.CSV,2,2026-04-23T14:10:36,_y7,mean,32.597917146144994,869
1_2.CSV,2,2026-04-23T14:10:36,_y7,std,3.778417958221835,869
1_2.CSV,2,2026-04-23T14:10:36,_y7,variance,14.276442267013259,869
1_2.CSV,2,2026-04-23T14:10:36,_y8,mean,30.80987341772152,790
1_2.CSV,2,2026-04-23T14:10:36,_y8,std,1.860635384649512,790
1_2.CSV,2,2026-04-23T14:10:36,_y8,variance,3.4619640346098377,790
1_2.CSV,2,2026-04-23T14:10:36,_y9,mean,30.557974683544302,869
1_2.CSV,2,2026-04-23T14:10:36,_y9,std,0.9362349219337928,869
1_2.CSV,2,2026-04-23T14:10:36,_y9,variance,0.8765358290483751,869
1_2.CSV,2,2026-04-23T14:10:36,_y10,mean,30.765822784810126,790
1_2.CSV,2,2026-04-23T14:10:36,_y10,std,1.1184028028193913,790
1_2.CSV,2,2026-04-23T14:10:36,_y10,variance,1.2508248293542703,790
1_2.CSV,2,2026-04-23T14:10:36,_y11,mean,30.885166858457996,869
1_2.CSV,2,2026-04-23T14:10:36,_y11,std,1.1972985034382488,869
1_2.CSV,2,2026-04-23T14:10:36,_y11,variance,1.4335237063354704,869
1_2.CSV,2,2026-04-23T14:10:36,_y12,mean,28.92794936708861,790
1_2.CSV,2,2026-04-23T14:10:36,_y12,std,1.066376140667858,790
1_2.CSV,2,2026-04-23T14:10:36,_y12,variance,1.1371580733856754,790
1_2.CSV,2,2026-04-23T14:10:36,_y13,mean,26.260620253164557,790
1_2.CSV,2,2026-04-23T14:10:36,_y13,std,1.208104381899384,790
1_2.CSV,2,2026-04-23T14:10:36,_y13,variance,1.4595161975644928,790
1_3.CSV,3,2026-04-23T14:10:37,_y1,mean,54.152508630609894,869
1_3.CSV,3,2026-04-23T14:10:37,_y1,std,6.01933170053302,869
1_3.CSV,3,2026-04-23T14:10:37,_y1,variance,36.23235412104174,869
1_3.CSV,3,2026-04-23T14:10:37,_y2,mean,59.88007594936709,790
1_3.CSV,3,2026-04-23T14:10:37,_y2,std,9.921748020973927,790
1_3.CSV,3,2026-04-23T14:10:37,_y2,variance,98.44108379170005,790
1_3.CSV,3,2026-04-23T14:10:37,_y3,mean,68.56052934407364,869
1_3.CSV,3,2026-04-23T14:10:37,_y3,std,13.613975995738539,869
1_3.CSV,3,2026-04-23T14:10:37,_y3,variance,185.34034241254514,869
1_3.CSV,3,2026-04-23T14:10:37,_y4,mean,61.09426582278481,790
1_3.CSV,3,2026-04-23T14:10:37,_y4,std,11.884481740199517,790
1_3.CSV,3,2026-04-23T14:10:37,_y4,variance,141.24090623313572,790
1_3.CSV,3,2026-04-23T14:10:37,_y5,mean,56.967917146145,869
1_3.CSV,3,2026-04-23T14:10:37,_y5,std,10.287228439398366,869
1_3.CSV,3,2026-04-23T14:10:37,_y5,variance,105.82706896436652,869
1_3.CSV,3,2026-04-23T14:10:37,_y6,mean,54.496784810126584,790
1_3.CSV,3,2026-04-23T14:10:37,_y6,std,11.514639874295069,790
1_3.CSV,3,2026-04-23T14:10:37,_y6,variance,132.58693143470597,790
1_3.CSV,3,2026-04-23T14:10:37,_y7,mean,51.74058688147296,869
1_3.CSV,3,2026-04-23T14:10:37,_y7,std,11.48934571257132,869
1_3.CSV,3,2026-04-23T14:10:37,_y7,variance,132.00506490298096,869
1_3.CSV,3,2026-04-23T14:10:37,_y8,mean,44.01918987341772,790
1_3.CSV,3,2026-04-23T14:10:37,_y8,std,6.875356937249221,790
1_3.CSV,3,2026-04-23T14:10:37,_y8,variance,47.270533014581,790
1_3.CSV,3,2026-04-23T14:10:37,_y9,mean,39.38772151898734,869
1_3.CSV,3,2026-04-23T14:10:37,_y9,std,3.1869300277618176,869
1_3.CSV,3,2026-04-23T14:10:37,_y9,variance,10.156523001849939,869
1_3.CSV,3,2026-04-23T14:10:37,_y10,mean,35.895025316455694,790
1_3.CSV,3,2026-04-23T14:10:37,_y10,std,2.0117862676489393,790
1_3.CSV,3,2026-04-23T14:10:37,_y10,variance,4.047283986700849,790
1_3.CSV,3,2026-04-23T14:10:37,_y11,mean,33.45118527042578,869
1_3.CSV,3,2026-04-23T14:10:37,_y11,std,1.5027491030476587,869
1_3.CSV,3,2026-04-23T14:10:37,_y11,variance,2.258254866710543,869
1_3.CSV,3,2026-04-23T14:10:37,_y12,mean,30.47316455696203,790
1_3.CSV,3,2026-04-23T14:10:37,_y12,std,1.2576354589484788,790
1_3.CSV,3,2026-04-23T14:10:37,_y12,variance,1.581646947604551,790
1_3.CSV,3,2026-04-23T14:10:37,_y13,mean,26.90626582278481,790
1_3.CSV,3,2026-04-23T14:10:37,_y13,std,1.5934565899395536,790
1_3.CSV,3,2026-04-23T14:10:37,_y13,variance,2.539103904021791,790
1_4.CSV,4,2026-04-23T14:10:37,_y1,mean,68.9535327963176,869
1_4.CSV,4,2026-04-23T14:10:37,_y1,std,8.432109847017502,869
1_4.CSV,4,2026-04-23T14:10:37,_y1,variance,71.10047647216952,869
1_4.CSV,4,2026-04-23T14:10:37,_y2,mean,75.85287341772153,790
1_4.CSV,4,2026-04-23T14:10:37,_y2,std,12.773802600741531,790
1_4.CSV,4,2026-04-23T14:10:37,_y2,variance,163.1700328827111,790
1_4.CSV,4,2026-04-23T14:10:37,_y3,mean,87.65681242807824,869
1_4.CSV,4,2026-04-23T14:10:37,_y3,std,17.41224307942192,869
1_4.CSV,4,2026-04-23T14:10:37,_y3,variance,303.1862090568766,869
1_4.CSV,4,2026-04-23T14:10:37,_y4,mean,79.6659493670886,790
1_4.CSV,4,2026-04-23T14:10:37,_y4,std,15.219927819568637,790
1_4.CSV,4,2026-04-23T14:10:37,_y4,variance,231.64620283287934,790
1_4.CSV,4,2026-04-23T14:10:37,_y5,mean,76.35647871116225,869
1_4.CSV,4,2026-04-23T14:10:37,_y5,std,14.406853791237348,869
1_4.CSV,4,2026-04-23T14:10:37,_y5,variance,207.55743616208994,869
1_4.CSV,4,2026-04-23T14:10:37,_y6,mean,73.24248101265823,790
1_4.CSV,4,2026-04-23T14:10:37,_y6,std,16.02323252905041,790
1_4.CSV,4,2026-04-23T14:10:37,_y6,variance,256.7439806800192,790
1_4.CSV,4,2026-04-23T14:10:37,_y7,mean,69.34920598388953,869
1_4.CSV,4,2026-04-23T14:10:37,_y7,std,16.806200926687165,869
1_4.CSV,4,2026-04-23T14:10:37,_y7,variance,282.44838958818053,869
1_4.CSV,4,2026-04-23T14:10:37,_y8,mean,57.81182278481013,790
1_4.CSV,4,2026-04-23T14:10:37,_y8,std,9.978302243608244,790
1_4.CSV,4,2026-04-23T14:10:37,_y8,variance,99.56651566479732,790
1_4.CSV,4,2026-04-23T14:10:37,_y9,mean,50.14128883774453,869
1_4.CSV,4,2026-04-23T14:10:37,_y9,std,5.045256902394986,869
1_4.CSV,4,2026-04-23T14:10:37,_y9,variance,25.454617211164244,869
1_4.CSV,4,2026-04-23T14:10:37,_y10,mean,42.8139746835443,790
1_4.CSV,4,2026-04-23T14:10:37,_y10,std,3.5331422740208187,790
1_4.CSV,4,2026-04-23T14:10:37,_y10,variance,12.483094328473001,790
1_4.CSV,4,2026-04-23T14:10:37,_y11,mean,38.10756041426928,869
1_4.CSV,4,2026-04-23T14:10:37,_y11,std,2.295408091427102,869
1_4.CSV,4,2026-04-23T14:10:37,_y11,variance,5.268898306189012,869
1_4.CSV,4,2026-04-23T14:10:37,_y12,mean,33.8747088607595,790
1_4.CSV,4,2026-04-23T14:10:37,_y12,std,2.144197139008945,790
1_4.CSV,4,2026-04-23T14:10:37,_y12,variance,4.5975813709341455,790
1_4.CSV,4,2026-04-23T14:10:37,_y13,mean,28.156759493670886,790
1_4.CSV,4,2026-04-23T14:10:37,_y13,std,2.1768687023382913,790
1_4.CSV,4,2026-04-23T14:10:37,_y13,variance,4.738757347219996,790
1_5.CSV,5,2026-04-23T14:10:37,_y1,mean,81.03646720368239,869
1_5.CSV,5,2026-04-23T14:10:37,_y1,std,9.931438026907085,869
1_5.CSV,5,2026-04-23T14:10:37,_y1,variance,98.6334612822961,869
1_5.CSV,5,2026-04-23T14:10:37,_y2,mean,88.06810126582279,790
1_5.CSV,5,2026-04-23T14:10:37,_y2,std,14.483228482658292,790
1_5.CSV,5,2026-04-23T14:10:37,_y2,variance,209.76390728088444,790
1_5.CSV,5,2026-04-23T14:10:37,_y3,mean,100.07159953970081,869
1_5.CSV,5,2026-04-23T14:10:37,_y3,std,17.350577724788742,869
1_5.CSV,5,2026-04-23T14:10:37,_y3,variance,301.0425473839353,869
1_5.CSV,5,2026-04-23T14:10:37,_y4,mean,93.66075949367088,790
1_5.CSV,5,2026-04-23T14:10:37,_y4,std,16.096272779679552,790
1_5.CSV,5,2026-04-23T14:10:37,_y4,variance,259.08999739785287,790
1_5.CSV,5,2026-04-23T14:10:37,_y5,mean,91.50148446490219,869
1_5.CSV,5,2026-04-23T14:10:37,_y5,std,15.782354131721183,869
1_5.CSV,5,2026-04-23T14:10:37,_y5,variance,249.08270193905668,869
1_5.CSV,5,2026-04-23T14:10:37,_y6,mean,88.25940506329113,790
1_5.CSV,5,2026-04-23T14:10:37,_y6,std,17.726081064330458,790
1_5.CSV,5,2026-04-23T14:10:37,_y6,variance,314.2139498992148,790
1_5.CSV,5,2026-04-23T14:10:37,_y7,mean,83.69204833141544,869
1_5.CSV,5,2026-04-23T14:10:37,_y7,std,19.573706987703478,869
1_5.CSV,5,2026-04-23T14:10:37,_y7,variance,383.1300052404719,869
1_5.CSV,5,2026-04-23T14:10:37,_y8,mean,70.18893670886075,790
1_5.CSV,5,2026-04-23T14:10:37,_y8,std,12.540675213830356,790
1_5.CSV,5,2026-04-23T14:10:37,_y8,variance,157.26853481877905,790
1_5.CSV,5,2026-04-23T14:10:37,_y9,mean,60.11788262370541,869
1_5.CSV,5,2026-04-23T14:10:37,_y9,std,6.781003766957266,869
1_5.CSV,5,2026-04-23T14:10:37,_y9,variance,45.98201208748863,869
1_5.CSV,5,2026-04-23T14:10:37,_y10,mean,49.742797468354425,790
1_5.CSV,5,2026-04-23T14:10:37,_y10,std,4.939386488525834,790
1_5.CSV,5,2026-04-23T14:10:37,_y10,variance,24.397538883031565,790
1_5.CSV,5,2026-04-23T14:10:37,_y11,mean,43.27934407364787,869
1_5.CSV,5,2026-04-23T14:10:37,_y11,std,3.4456812624829336,869
1_5.CSV,5,2026-04-23T14:10:37,_y11,variance,11.872719362625984,869
